ID,CreditScore,DebtRatio,Assets,Age,NumberOfDependents,NumberOfOpenCreditLinesAndLoans,MonthlyIncome,NumberOfTimesPastDue,EmploymentLength,HomeOwnership,Education,MaritalStatus,YearsAtCurrentAddress,NoPaidPerc,RiesgoPagAtrazo
1222,358,0.9879358455025083,84300,66,5,13,5332,13,21,Mortgage,High School,Divorced,26,0.27426445,Riesgo alto
1223,724,0.9615800615908692,195770,29,8,0,11221,12,5,Mortgage,High School,Divorced,3,0.0,Riesgo alto
1224,791,0.5500524994760495,128956,22,8,7,6155,15,4,Rent,PhD,Married,8,0.26674953,Riesgo muy alto
1225,668,0.3906943275658251,72436,83,9,10,19579,14,3,Mortgage,Masters,Divorced,5,0.19194622,Riesgo alto
1226,805,0.1571586696846539,84928,85,7,18,12724,6,10,Rent,Masters,Divorced,14,0.16945408,Riesgo medio
1227,305,0.2214521190279184,139225,57,6,5,15733,9,27,Rent,PhD,Widowed,0,0.20514292,Riesgo medio
1228,765,0.7371296897673372,130980,33,0,2,14878,10,24,Rent,Masters,Single,11,0.25076345,Riesgo medio
1229,607,0.5862460086934648,128210,54,6,8,19990,10,25,Rent,Bachelor,Married,21,0.29935038,Riesgo medio
1230,372,0.4478008972465112,81193,63,4,14,8111,0,12,Mortgage,High School,Widowed,3,0.19315521,Sin riesgo
1231,701,0.649296657095088,58973,42,7,6,9477,5,2,Mortgage,Masters,Single,1,0.1701527,Riesgo medio
1232,326,0.4578069484856133,20929,52,0,15,6976,12,28,Mortgage,High School,Divorced,18,0.2438844,Riesgo alto
1233,675,0.2382677424069076,53358,28,7,16,11718,2,23,Mortgage,High School,Widowed,13,0.0,Riesgo bajo
1234,834,0.2276035796087159,100222,50,6,18,15957,5,10,Mortgage,High School,Single,9,0.21145944,Riesgo medio
1235,638,0.5118004273444704,26733,59,5,10,18450,18,27,Rent,PhD,Married,13,0.32315463,Riesgo muy alto
1236,742,0.1126408402033193,44658,30,4,17,16531,11,28,Own,High School,Divorced,4,0.20605399,Riesgo alto
1237,587,0.6732202469364384,189809,41,9,2,6101,11,2,Mortgage,Bachelor,Widowed,7,0.17611124,Riesgo alto
1238,362,0.0788234191055301,106913,43,6,4,11778,19,24,Mortgage,High School,Divorced,17,0.1623396,Riesgo muy alto
1239,841,0.2737653143346943,33974,46,9,7,12358,15,25,Mortgage,High School,Married,13,0.20291956,Riesgo muy alto
1240,504,0.5733831488411605,31541,39,9,17,16117,17,10,Own,PhD,Divorced,12,0.2744821,Riesgo muy alto
1241,423,0.0078581831365924,158180,18,6,4,2632,16,10,Rent,Bachelor,Widowed,5,0.1775428,Riesgo muy alto
1242,825,0.4981897396479962,165362,34,6,7,11560,2,29,Rent,Masters,Single,14,0.17981029,Riesgo bajo
1243,580,0.7697177564182722,35128,54,6,15,5623,18,15,Own,Bachelor,Widowed,16,0.27274188,Riesgo muy alto
1244,568,0.765739659519934,61671,41,4,0,17085,13,18,Rent,High School,Married,13,0.23396371,Riesgo alto
1245,824,0.8504248418408099,170147,44,0,3,8857,18,28,Mortgage,Bachelor,Married,19,0.32650188,Riesgo muy alto
1246,681,0.1960569754238494,77561,41,9,16,19146,6,29,Mortgage,Masters,Married,25,0.20985407,Riesgo medio
1247,845,0.8952326804126791,126003,80,1,7,15905,0,29,Own,Bachelor,Divorced,17,0.34588563,Sin riesgo
1248,596,0.3761341187847606,110553,51,6,2,6018,1,28,Own,High School,Married,13,0.22855186,Riesgo bajo
1249,782,0.1436923928233301,105707,20,0,13,19393,15,6,Mortgage,Masters,Married,18,0.20497654,Riesgo muy alto
1250,425,0.643330228057408,131082,54,6,12,10082,1,25,Mortgage,Masters,Single,15,0.26127174,Riesgo bajo
1251,304,0.8319257289828804,55620,44,3,16,4695,1,6,Mortgage,PhD,Married,19,0.3172138,Riesgo bajo
1252,527,0.4457730872114378,113994,64,1,18,10125,14,28,Rent,PhD,Single,5,0.30155635,Riesgo alto
1253,468,0.2000709954699414,87080,48,3,8,17949,5,23,Rent,High School,Widowed,4,0.0,Riesgo medio
1254,777,0.7009176411668143,88533,28,2,2,10327,1,16,Rent,Masters,Single,5,0.20820075,Riesgo bajo
1255,727,0.7046618104789811,70624,54,9,5,11802,14,28,Mortgage,Bachelor,Widowed,14,0.20130543,Riesgo alto
1256,333,0.9761852370367262,23826,70,5,7,11798,10,8,Mortgage,Bachelor,Widowed,9,0.2748526,Riesgo medio
1257,806,0.9492502062634434,160389,79,7,17,7710,3,18,Mortgage,Bachelor,Single,10,0.31787634,Riesgo bajo
1258,578,0.9040870884917628,32428,81,9,15,8898,14,3,Rent,PhD,Single,8,0.32898802,Riesgo alto
1259,322,0.2727270445201984,137774,35,7,4,18718,9,5,Own,PhD,Widowed,24,0.20184177,Riesgo medio
1260,735,0.0742860583447991,178496,88,5,9,18893,3,19,Mortgage,Masters,Single,13,0.22474977,Riesgo bajo
1261,757,0.3261764916724551,53803,77,8,3,11623,11,22,Rent,Masters,Divorced,22,0.2074484,Riesgo alto
1262,383,0.461464445638841,24189,66,9,17,2989,5,27,Rent,Masters,Single,5,0.2584181,Riesgo medio
1263,347,0.0808915299770485,75815,69,5,13,16019,1,10,Mortgage,PhD,Divorced,7,0.22258392,Riesgo bajo
1264,300,0.6445188819199063,39064,18,4,8,13084,12,24,Mortgage,High School,Divorced,24,0.21637566,Riesgo alto
1265,516,0.6884811493684272,107725,54,3,5,2224,4,21,Own,Bachelor,Widowed,21,0.27723187,Riesgo bajo
1266,360,0.1196318153589895,123980,52,2,10,15682,1,27,Rent,PhD,Single,0,0.25295585,Riesgo bajo
1267,520,0.1019414227742308,143692,22,9,15,19024,17,1,Rent,High School,Divorced,19,0.17852223,Riesgo muy alto
1268,438,0.9970651166041792,156772,73,2,18,8052,2,1,Mortgage,PhD,Single,12,0.32974893,Riesgo bajo
1269,640,0.2581598356688017,176939,72,6,7,12423,13,11,Mortgage,Masters,Widowed,12,0.0,Riesgo alto
1270,345,0.6132017318664769,20205,85,8,18,15267,5,19,Own,Masters,Married,0,0.3113786,Riesgo medio
1271,660,0.71973652512574,66942,42,7,4,7425,14,3,Rent,PhD,Widowed,5,0.19750588,Riesgo alto
1272,450,0.8202175242270708,113497,63,4,17,11782,10,24,Own,Masters,Widowed,13,0.26485747,Riesgo medio
1273,676,0.6437032177605521,71658,77,6,10,19590,10,12,Own,PhD,Divorced,25,0.29529318,Riesgo medio
1274,681,0.5037465901077782,20201,59,2,6,13483,10,3,Mortgage,Masters,Single,16,0.27698404,Riesgo medio
1275,563,0.470899680126995,189843,23,6,10,14410,12,24,Mortgage,High School,Widowed,17,0.1706478,Riesgo alto
1276,539,0.5016931094058981,41616,88,4,12,5578,13,17,Rent,PhD,Single,20,0.30198818,Riesgo alto
1277,322,0.6078531138163943,188386,64,1,8,15074,7,18,Own,Bachelor,Married,5,0.30223364,Riesgo medio
1278,791,0.500700286034188,154634,21,6,18,9979,11,5,Rent,High School,Divorced,0,0.19150005,Riesgo alto
1279,394,0.7884885148157442,68595,55,7,4,10942,7,5,Mortgage,High School,Widowed,7,0.195832,Riesgo medio
1280,410,0.1534416901674756,92426,52,5,8,16984,2,20,Mortgage,Masters,Single,7,0.21298538,Riesgo bajo
1281,467,0.1613569632968512,188487,62,6,2,2178,14,0,Rent,PhD,Married,11,0.22831604,Riesgo alto
1282,759,0.5660047431817512,58608,45,8,1,19826,17,14,Rent,High School,Divorced,22,0.20297858,Riesgo muy alto
1283,708,0.8118644140781143,198241,44,9,4,7085,13,20,Own,Bachelor,Single,1,0.24108328,Riesgo alto
1284,639,0.9160118991780288,63286,18,5,16,2282,8,22,Own,Bachelor,Married,20,0.3536801,Riesgo medio
1285,687,0.8085552575889245,72486,75,5,5,14524,5,23,Mortgage,Masters,Widowed,3,0.20254207,Riesgo medio
1286,486,0.8186158662806198,42903,50,1,16,19805,4,20,Rent,Bachelor,Married,28,0.31407288,Riesgo bajo
1287,373,0.2812415604232239,145181,50,1,19,17102,2,25,Mortgage,Bachelor,Divorced,9,0.27083716,Riesgo bajo
1288,632,0.1946648363669677,72986,56,5,5,17698,0,11,Mortgage,PhD,Widowed,16,0.17338726,Sin riesgo
1289,495,0.7128852111593813,102745,37,3,1,16372,16,3,Mortgage,High School,Widowed,5,0.19256519,Riesgo muy alto
1290,826,0.0322178626843793,33136,67,1,12,8844,11,23,Own,Bachelor,Single,27,0.26505196,Riesgo alto
1291,692,0.7815965284478136,128147,36,5,3,11046,10,27,Mortgage,PhD,Single,7,0.24296397,Riesgo medio
1292,434,0.6482521189055577,110812,57,5,16,9611,14,2,Rent,Masters,Married,25,0.23673435,Riesgo alto
1293,535,0.2291441214640177,20755,43,6,13,16636,13,24,Own,Masters,Divorced,25,0.21913819,Riesgo alto
1294,819,0.032431430207385,102705,52,4,9,2246,19,29,Rent,Bachelor,Single,5,0.25544828,Riesgo muy alto
1295,532,0.5090369556502148,94168,89,8,11,16675,1,15,Mortgage,Bachelor,Widowed,0,0.23704182,Riesgo bajo
1296,680,0.9350453809881384,43307,39,4,14,9105,15,25,Mortgage,PhD,Married,18,0.30727315,Riesgo muy alto
1297,701,0.5576083359377085,130988,40,4,11,4574,6,26,Own,High School,Single,1,0.22953525,Riesgo medio
1298,757,0.4881465718742714,52104,77,9,1,11687,19,26,Rent,PhD,Married,22,0.31121784,Riesgo muy alto
1299,705,0.4130044777864176,104869,75,3,19,12856,17,21,Own,Bachelor,Married,16,0.3397567,Riesgo muy alto
1300,586,0.7724810279414502,164692,54,5,0,14579,17,5,Rent,Masters,Widowed,1,0.15590186,Riesgo muy alto
1301,844,0.5864644763146319,193891,37,0,13,5509,10,17,Own,Bachelor,Widowed,14,0.24900798,Riesgo medio
1302,714,0.9112513225139404,190735,31,6,19,7444,17,29,Rent,Masters,Single,15,0.26919553,Riesgo muy alto
1303,601,0.8255519439418899,24065,25,0,4,13722,16,22,Rent,Bachelor,Married,25,0.2806433,Riesgo muy alto
1304,658,0.7505918432248361,53281,60,9,12,6885,0,25,Mortgage,Bachelor,Married,13,0.33653706,Sin riesgo
1305,769,0.4912038716349323,79045,40,8,19,17027,4,18,Rent,Bachelor,Divorced,11,0.23197924,Riesgo bajo
1306,374,0.5550981937368915,69000,82,8,1,15010,1,6,Own,Masters,Single,4,0.21678734,Riesgo bajo
1307,664,0.6863638427060822,23666,37,8,6,17292,17,27,Rent,Masters,Single,16,0.24301688,Riesgo muy alto
1308,644,0.0404348686515833,25711,43,8,13,2390,8,9,Rent,High School,Widowed,4,0.0,Riesgo medio
1309,304,0.2439361375738309,185044,19,6,15,17067,11,9,Mortgage,PhD,Single,10,0.20828769,Riesgo alto
1310,505,0.1584225920479093,141871,20,2,4,7491,2,10,Mortgage,Masters,Widowed,1,0.0,Riesgo bajo
1311,525,0.1034746010377488,36813,37,9,6,1791,9,20,Mortgage,Masters,Divorced,18,0.1645255,Riesgo medio
1312,406,0.8128613907249629,197976,27,9,1,5992,5,25,Mortgage,PhD,Divorced,5,0.17888746,Riesgo medio
1313,329,0.4676076758298537,139419,46,1,7,17833,9,18,Rent,Masters,Widowed,4,0.18237908,Riesgo medio
1314,350,0.9943482774999168,67165,81,3,9,8869,16,7,Rent,High School,Single,13,0.32155806,Riesgo muy alto
1315,459,0.148738112840197,71670,40,5,9,5855,17,4,Own,Bachelor,Widowed,18,0.1945785,Riesgo muy alto
1316,660,0.5147237166212368,146503,81,1,8,13296,19,17,Own,Masters,Single,28,0.3068518,Riesgo muy alto
1317,330,0.6802953178948357,188225,76,7,9,17838,7,7,Own,Masters,Married,6,0.23270024,Riesgo medio
1318,715,0.0443879075920414,47361,47,0,15,4989,5,6,Rent,High School,Widowed,17,0.0,Riesgo medio
1319,713,0.0904853981109375,22812,85,6,7,9789,1,13,Rent,Masters,Married,1,0.21667932,Riesgo bajo
1320,731,0.2664285941223256,192384,41,3,10,6414,18,25,Own,PhD,Divorced,20,0.25806835,Riesgo muy alto
1321,442,0.8897993591552324,45604,63,4,8,2537,10,21,Mortgage,High School,Divorced,20,0.24134019,Riesgo medio
1322,509,0.2590491468000563,156171,74,2,4,17098,18,5,Own,Masters,Divorced,6,0.22068346,Riesgo muy alto
1323,638,0.6371607784520243,147854,68,4,12,4980,1,4,Own,Masters,Married,2,0.23290639,Riesgo bajo
1324,317,0.3554350887212725,197724,86,8,19,5012,10,23,Rent,Bachelor,Divorced,26,0.29427946,Riesgo medio
1325,473,0.8870965956494475,166199,30,0,13,15454,4,3,Rent,High School,Single,0,0.25398576,Riesgo bajo
1326,731,0.3757058498089796,197361,69,2,19,9350,12,28,Mortgage,Masters,Widowed,12,0.20416911,Riesgo alto
1327,499,0.6133413433793904,24571,31,7,10,8478,14,26,Own,Bachelor,Single,7,0.27676618,Riesgo alto
1328,706,0.1046641635206181,58579,85,9,17,10469,19,4,Own,PhD,Married,27,0.33982477,Riesgo muy alto
1329,815,0.3920804610649436,112314,85,0,13,13147,4,14,Own,Bachelor,Single,19,0.29191104,Riesgo bajo
1330,591,0.2940920604035019,30619,84,8,11,11474,6,6,Rent,Bachelor,Single,23,0.27054846,Riesgo medio
1331,761,0.5796261960418404,68622,55,1,4,1273,14,15,Own,High School,Married,19,0.28061292,Riesgo alto
1332,655,0.9442407741815708,34199,84,9,14,3584,17,27,Own,Bachelor,Married,3,0.37012887,Riesgo muy alto
1333,493,0.6585999912170688,153180,80,3,11,4925,9,13,Rent,PhD,Divorced,7,0.24930647,Riesgo medio
1334,728,0.9050123605394012,99595,56,5,14,18292,9,4,Rent,High School,Married,7,0.27578694,Riesgo medio
1335,387,0.0698132792062444,48612,69,9,12,11214,19,21,Own,PhD,Widowed,19,0.21693973,Riesgo muy alto
1336,434,0.9407359571772154,139217,42,3,17,9010,4,27,Own,Bachelor,Married,20,0.3534416,Riesgo bajo
1337,812,0.6600784555183374,30665,62,5,0,14361,2,3,Mortgage,PhD,Married,24,0.27844983,Riesgo bajo
1338,699,0.2701135676426222,154104,24,8,16,12037,0,13,Mortgage,PhD,Married,3,0.23346692,Sin riesgo
1339,592,0.0231491547641233,181910,63,5,14,7617,17,4,Rent,PhD,Widowed,22,0.15069883,Riesgo muy alto
1340,461,0.4271107724790842,197649,42,8,16,17094,1,20,Mortgage,High School,Widowed,29,0.22045933,Riesgo bajo
1341,421,0.9733812126899982,157280,45,7,0,13807,16,6,Mortgage,PhD,Widowed,6,0.17532668,Riesgo muy alto
1342,803,0.4200543305021613,141378,61,1,14,16869,19,26,Rent,High School,Single,1,0.23813246,Riesgo muy alto
1343,701,0.7693152263549095,77371,22,3,8,1535,16,21,Mortgage,Bachelor,Divorced,15,0.26220855,Riesgo muy alto
1344,729,0.1139488866946291,173949,76,6,0,6537,0,3,Mortgage,PhD,Divorced,10,0.19357476,Sin riesgo
1345,446,0.1293455349489378,134329,62,3,7,4566,10,4,Rent,PhD,Widowed,0,0.17177898,Riesgo medio
1346,348,0.0041797712233536,63222,86,7,19,19265,17,3,Mortgage,High School,Divorced,11,0.18064603,Riesgo muy alto
1347,450,0.296537626719073,182430,50,5,10,16261,15,18,Mortgage,High School,Divorced,0,0.15732707,Riesgo muy alto
1348,301,0.1242652630138189,115577,51,0,17,8088,7,25,Rent,PhD,Married,25,0.27683285,Riesgo medio
1349,474,0.6523691519598234,57408,54,7,17,9762,4,15,Mortgage,Masters,Married,3,0.25330475,Riesgo bajo
1350,794,0.6770541323818808,86222,77,4,7,7514,18,9,Own,PhD,Widowed,20,0.24262431,Riesgo muy alto
1351,830,0.4812557075835046,38984,72,5,19,5282,18,17,Rent,Bachelor,Married,26,0.31592783,Riesgo muy alto
1352,347,0.2333956855278792,124936,66,9,9,8245,2,26,Own,Bachelor,Divorced,28,0.27367458,Riesgo bajo
1353,643,0.1365832125128975,159888,46,0,18,8550,6,29,Mortgage,High School,Married,7,0.23774882,Riesgo medio
1354,827,0.3173141874715082,134044,73,0,13,13379,17,4,Own,PhD,Widowed,11,0.21552444,Riesgo muy alto
1355,457,0.1047822905037042,88830,85,0,11,3485,19,20,Rent,PhD,Divorced,21,0.24425855,Riesgo muy alto
1356,475,0.9433842873228434,129330,44,6,14,3821,2,11,Own,PhD,Widowed,4,0.24609502,Riesgo bajo
1357,806,0.5060263017073783,114303,40,9,13,8196,2,13,Rent,PhD,Divorced,9,0.25050288,Riesgo bajo
1358,447,0.2512252359050928,98473,26,3,4,13757,7,4,Own,Masters,Widowed,5,0.0,Riesgo medio
1359,732,0.5065935139661654,159652,26,1,15,13048,19,1,Rent,High School,Single,24,0.24581696,Riesgo muy alto
1360,584,0.0312516808555741,131412,63,0,5,9483,16,15,Mortgage,Masters,Single,25,0.27278838,Riesgo muy alto
1361,811,0.0246039540790308,44657,58,4,6,11224,2,16,Own,High School,Married,16,0.2418875,Riesgo bajo
1362,622,0.7592527802281797,96803,21,5,16,9693,7,19,Mortgage,Masters,Married,27,0.25587946,Riesgo medio
1363,438,0.0425370585408598,48551,40,7,12,9198,14,2,Own,PhD,Widowed,26,0.18321185,Riesgo alto
1364,462,0.7029696432607911,39082,82,7,3,15350,19,18,Rent,Masters,Married,10,0.2520773,Riesgo muy alto
1365,773,0.1903232700556306,183666,67,6,12,10976,17,25,Own,High School,Divorced,25,0.21436535,Riesgo muy alto
1366,815,0.297133261929332,112153,64,1,12,9213,4,3,Mortgage,High School,Married,17,0.24928306,Riesgo bajo
1367,353,0.4809952448280432,50993,43,2,5,7123,6,26,Own,High School,Widowed,15,0.20189314,Riesgo medio
1368,679,0.0510392344144378,129814,66,3,2,18920,19,12,Mortgage,Masters,Widowed,7,0.16119066,Riesgo muy alto
1369,832,0.936269238975036,114979,33,1,11,7705,19,23,Mortgage,Bachelor,Single,16,0.30052814,Riesgo muy alto
1370,449,0.0832252492750663,57453,68,1,6,5170,16,7,Own,Masters,Widowed,12,0.19599895,Riesgo muy alto
1371,580,0.3264016228872589,181383,28,7,11,8325,12,6,Rent,Masters,Married,19,0.17083952,Riesgo alto
1372,834,0.4417594376734411,31255,38,7,14,12399,16,11,Mortgage,High School,Single,24,0.23312865,Riesgo muy alto
1373,437,0.7879212567522055,75381,70,1,7,19565,1,24,Own,Masters,Widowed,28,0.27670625,Riesgo bajo
1374,423,0.6560471478836186,154581,71,2,5,11676,12,20,Mortgage,Masters,Widowed,9,0.24832755,Riesgo alto
1375,743,0.2042044676510869,197458,84,6,16,8150,16,19,Rent,PhD,Divorced,28,0.21685115,Riesgo muy alto
1376,485,0.3650991103323427,95732,58,7,4,6823,3,7,Rent,High School,Single,17,0.23276359,Riesgo bajo
1377,617,0.6828427464945829,118325,73,5,16,8776,7,29,Own,High School,Divorced,21,0.29223642,Riesgo medio
1378,657,0.6724497697981313,193292,48,8,13,12113,9,1,Rent,Masters,Widowed,18,0.0,Riesgo medio
1379,520,0.7075099155056934,46453,30,6,4,3663,14,3,Mortgage,PhD,Widowed,0,0.19224061,Riesgo alto
1380,686,0.8090989090499116,57791,85,3,2,15655,16,5,Mortgage,PhD,Widowed,28,0.20555335,Riesgo muy alto
1381,304,0.4444017225476341,97164,29,2,10,1088,2,10,Mortgage,Bachelor,Single,25,0.27504972,Riesgo bajo
1382,822,0.8546078886316165,72659,25,0,5,11422,7,20,Own,High School,Single,26,0.29738444,Riesgo medio
1383,691,0.7860533807211092,159765,75,8,2,1694,18,1,Mortgage,Bachelor,Single,15,0.25919887,Riesgo muy alto
1384,449,0.6823428102340555,126057,26,0,5,6197,9,24,Rent,Masters,Married,6,0.228663,Riesgo medio
1385,730,0.1725125227119677,53810,30,1,17,9551,13,10,Mortgage,Bachelor,Widowed,13,0.1976769,Riesgo alto
1386,436,0.0122678412337644,120235,48,7,3,12845,19,21,Own,PhD,Divorced,8,0.23264217,Riesgo muy alto
1387,666,0.565581104690348,192685,60,7,13,6890,1,5,Rent,Bachelor,Married,19,0.2824643,Riesgo bajo
1388,354,0.072228958179194,76177,78,6,8,10071,4,7,Rent,High School,Single,13,0.2123309,Riesgo bajo
1389,580,0.6466493162313494,47837,71,5,13,13605,8,23,Mortgage,Bachelor,Single,18,0.34019414,Riesgo medio
1390,679,0.072270822793918,120217,67,2,7,16860,0,4,Own,Masters,Widowed,3,0.0,Sin riesgo
1391,307,0.4669960733003186,22380,38,6,6,4189,3,14,Own,Bachelor,Divorced,2,0.2587967,Riesgo bajo
1392,385,0.7045502950991397,162318,88,8,5,4712,6,11,Own,Masters,Single,14,0.25599164,Riesgo medio
1393,782,0.3016017921468432,78074,19,7,4,12948,0,24,Own,High School,Married,8,0.22542703,Sin riesgo
1394,575,0.8123472928303577,51041,20,2,8,13223,5,21,Own,PhD,Single,12,0.29395744,Riesgo medio
1395,837,0.3509468648526133,97963,40,2,2,14701,6,9,Rent,PhD,Divorced,22,0.23832871,Riesgo medio
1396,432,0.8644248192072034,58024,82,8,14,12427,13,17,Rent,PhD,Single,14,0.3361348,Riesgo alto
1397,849,0.3640944429332289,168000,84,2,1,19773,9,10,Mortgage,Masters,Single,21,0.24089108,Riesgo medio
1398,541,0.3796691090735108,117412,37,4,18,6536,9,21,Rent,Masters,Married,18,0.22679694,Riesgo medio
1399,526,0.2022962583382126,53566,31,3,19,1065,14,17,Rent,Bachelor,Widowed,0,0.2048138,Riesgo alto
1400,421,0.4098736746252144,116923,66,9,7,13107,19,29,Own,High School,Single,9,0.2515903,Riesgo muy alto
1401,669,0.881050744068817,114129,35,7,0,13964,1,24,Mortgage,Bachelor,Single,11,0.25322115,Riesgo bajo
1402,664,0.2576251324848414,20809,87,8,6,13279,15,25,Rent,High School,Married,15,0.23157638,Riesgo muy alto
1403,622,0.2721669372072551,154716,73,1,1,15120,16,25,Own,PhD,Widowed,22,0.22998081,Riesgo muy alto
1404,423,0.7072579512130069,22642,72,3,0,16721,3,27,Rent,PhD,Widowed,14,0.2483455,Riesgo bajo
1405,686,0.8687538620635932,168207,66,3,3,9617,7,7,Own,Masters,Divorced,4,0.20848411,Riesgo medio
1406,799,0.9081405398303758,64045,87,0,15,14845,17,26,Rent,PhD,Divorced,0,0.30166382,Riesgo muy alto
1407,543,0.7007194630696363,21852,88,3,3,1239,4,9,Rent,Bachelor,Single,12,0.2705829,Riesgo bajo
1408,331,0.7140740678894681,194972,50,6,15,14406,2,28,Own,Masters,Married,18,0.2791034,Riesgo bajo
1409,502,0.5048031827890255,67141,30,0,14,11374,5,20,Rent,PhD,Married,29,0.31404853,Riesgo medio
1410,510,0.5828465098663441,140720,25,6,9,11853,3,23,Own,High School,Married,19,0.2755746,Riesgo bajo
1411,486,0.8836180527335911,99176,28,5,15,13414,2,6,Rent,Bachelor,Married,0,0.26726794,Riesgo bajo
1412,321,0.4021671002983288,99408,82,6,9,11539,17,6,Own,PhD,Married,18,0.31098118,Riesgo muy alto
1413,419,0.3851856149239248,134736,26,2,4,2109,17,16,Rent,Masters,Single,28,0.23087302,Riesgo muy alto
1414,687,0.3584377784027343,162807,18,5,5,7599,12,18,Rent,High School,Widowed,8,0.0,Riesgo alto
1415,389,0.7510850803544301,182148,83,4,18,9504,6,21,Own,Bachelor,Divorced,9,0.34068903,Riesgo medio
1416,462,0.9598870925048912,100855,88,3,3,5070,0,6,Mortgage,Bachelor,Single,27,0.33802095,Sin riesgo
1417,786,0.3132292838642461,94470,37,4,6,1291,6,21,Own,PhD,Single,9,0.26733348,Riesgo medio
1418,353,0.1621491976317678,44251,35,5,3,12087,12,16,Mortgage,Bachelor,Widowed,24,0.18485302,Riesgo alto
1419,823,0.5090900947330983,43611,81,3,12,14464,10,16,Mortgage,Bachelor,Single,9,0.3254825,Riesgo medio
1420,395,0.223477501636682,165090,39,2,11,19462,11,15,Own,High School,Married,9,0.24062315,Riesgo alto
1421,705,0.7932672158249414,40934,43,5,13,9462,8,26,Rent,PhD,Widowed,19,0.25861606,Riesgo medio
1422,514,0.4074474012817198,101149,87,2,4,7366,10,0,Rent,Masters,Widowed,18,0.0,Riesgo medio
1423,521,0.9134397239933744,47792,37,7,4,5966,12,16,Rent,High School,Married,29,0.2627455,Riesgo alto
1424,446,0.8147044276458209,25182,83,5,3,1820,6,17,Rent,High School,Widowed,7,0.1901288,Riesgo medio
1425,514,0.7016259153324383,40970,27,8,1,3724,19,28,Rent,PhD,Widowed,9,0.21305728,Riesgo muy alto
1426,561,0.1155918085322265,28313,82,2,18,18464,7,21,Rent,Masters,Married,7,0.2409278,Riesgo medio
1427,470,0.8506359955181879,84793,30,2,14,8653,17,19,Mortgage,High School,Married,13,0.2769009,Riesgo muy alto
1428,606,0.8228046493749092,189662,81,2,13,15399,6,0,Mortgage,Masters,Divorced,11,0.21525797,Riesgo medio
1429,745,0.3765330206955677,136538,89,2,14,18944,1,22,Rent,Masters,Single,2,0.22940867,Riesgo bajo
1430,704,0.764598424131788,49550,30,7,8,3994,13,0,Mortgage,Masters,Married,13,0.22305019,Riesgo alto
1431,723,0.956313084613164,24536,84,1,13,9313,12,9,Rent,PhD,Divorced,23,0.2960152,Riesgo alto
1432,465,0.5888032762080581,78600,20,7,11,19446,12,28,Rent,Bachelor,Divorced,9,0.20298663,Riesgo alto
1433,681,0.8228828593163952,145137,88,3,3,10963,11,23,Mortgage,High School,Single,12,0.2793648,Riesgo alto
1434,722,0.6876744783128502,68654,22,2,10,11174,5,11,Own,Bachelor,Divorced,21,0.29880086,Riesgo medio
1435,472,0.3625681702298644,184281,71,7,7,5919,4,7,Own,PhD,Married,6,0.2618707,Riesgo bajo
1436,774,0.2394176056959377,152626,59,0,3,11536,7,14,Mortgage,PhD,Divorced,21,0.24365921,Riesgo medio
1437,738,0.7782416926460438,197817,44,1,2,18708,11,1,Own,PhD,Divorced,26,0.2485393,Riesgo alto
1438,339,0.2941116319424822,177589,88,8,3,19168,12,29,Rent,Masters,Single,25,0.25567886,Riesgo alto
1439,661,0.8829918585556841,193178,44,8,17,16244,7,0,Own,High School,Widowed,16,0.19876651,Riesgo medio
1440,751,0.2351692284634043,129355,37,3,17,19987,14,28,Own,Bachelor,Married,1,0.2906256,Riesgo alto
1441,775,0.1094909104491277,161699,26,5,2,13841,11,24,Own,PhD,Divorced,8,0.21806228,Riesgo alto
1442,432,0.4267118855422649,103291,80,4,13,7138,17,29,Mortgage,Masters,Divorced,26,0.27294397,Riesgo muy alto
1443,467,0.4764617218582985,109563,77,5,17,18916,15,17,Own,Masters,Divorced,11,0.24700451,Riesgo muy alto
1444,835,0.0859978230457071,30808,30,2,18,2960,1,2,Mortgage,Masters,Divorced,17,0.2274427,Riesgo bajo
1445,410,0.5052787461712991,59527,23,6,0,9456,11,25,Mortgage,PhD,Single,2,0.20900059,Riesgo alto
1446,395,0.2962248670284728,150464,20,9,14,1502,1,0,Mortgage,Masters,Single,1,0.0,Riesgo bajo
1447,401,0.7579835992028893,21149,31,9,2,19851,18,8,Rent,PhD,Widowed,13,0.20693561,Riesgo muy alto
1448,393,0.6550361752305613,72688,22,7,18,8809,2,24,Mortgage,PhD,Single,24,0.27234572,Riesgo bajo
1449,404,0.54658268897434,129814,23,9,7,2756,3,9,Mortgage,Masters,Widowed,6,0.0,Riesgo bajo
1450,670,0.7529478704877088,133547,72,0,10,2856,10,3,Mortgage,PhD,Widowed,13,0.21850146,Riesgo medio
1451,360,0.988254921403273,104456,25,3,9,14010,11,3,Mortgage,PhD,Divorced,8,0.22219986,Riesgo alto
1452,749,0.1062889859203333,20563,77,8,16,7615,5,10,Own,Bachelor,Divorced,4,0.27684438,Riesgo medio
1453,582,0.6028126477774132,88501,66,0,4,7880,19,11,Own,High School,Married,27,0.29812983,Riesgo muy alto
1454,393,0.8104628971891393,143660,35,2,16,17075,19,8,Own,Bachelor,Married,18,0.30732098,Riesgo muy alto
1455,394,0.3944490657472971,139450,78,4,19,17777,15,5,Own,Masters,Single,18,0.26736286,Riesgo muy alto
