ID,CreditScore,DebtRatio,Assets,Age,NumberOfDependents,NumberOfOpenCreditLinesAndLoans,MonthlyIncome,NumberOfTimesPastDue,EmploymentLength,HomeOwnership,Education,MaritalStatus,YearsAtCurrentAddress,NewLoanApplication,RiesgoPagAtrazo,probNoPago,Segment,int_rc_Segment,int_rc
10153,607,0.0462426615814687,35180,38,1,13,5987,9,9,Rent,PhD,Widowed,27,125727.0,Riesgo medio,0.1185882998050888,Riesgo bajo,0.03,0.18000000000000002
10154,709,0.8102256872524756,155533,24,6,13,7982,18,7,Rent,High School,Widowed,9,47892.0,Riesgo muy alto,0.1531129592919952,Riesgo bajo,0.03,0.18000000000000002
10155,572,0.2577981836974148,147615,69,3,9,7563,16,0,Mortgage,High School,Widowed,5,83193.0,Riesgo muy alto,0.1264822403114755,Riesgo bajo,0.03,0.18000000000000002
10156,688,0.151997321678352,189457,20,1,5,2523,4,6,Rent,Masters,Widowed,15,5046.0,Riesgo bajo,0.028958611543711245,Sin riesgo,0.01,0.16000000000000003
10157,748,0.4259072557436287,136424,27,2,18,10196,3,14,Rent,High School,Widowed,7,193724.0,Riesgo bajo,0.11937959524366676,Riesgo bajo,0.03,0.18000000000000002
10158,497,0.1545799995199004,123035,70,6,0,15743,16,0,Own,High School,Widowed,22,330603.0,Riesgo muy alto,0.10270345190708031,Riesgo bajo,0.03,0.18000000000000002
10159,473,0.0618212724908584,121031,86,2,12,3940,8,17,Rent,PhD,Widowed,25,82740.0,Riesgo medio,0.1387806586300108,Riesgo bajo,0.03,0.18000000000000002
10160,711,0.9900958460068526,90685,41,6,2,16052,10,20,Mortgage,Masters,Widowed,18,353144.0,Riesgo medio,0.17282768640273022,Riesgo bajo,0.03,0.18000000000000002
10161,814,0.3521964793472579,107569,85,9,12,8123,9,1,Mortgage,PhD,Widowed,1,73107.0,Riesgo medio,0.1203486358020909,Riesgo bajo,0.03,0.18000000000000002
10162,650,0.5713359223208767,30875,39,6,6,17239,16,11,Rent,Masters,Widowed,28,155151.0,Riesgo muy alto,0.12042454697566385,Riesgo bajo,0.03,0.18000000000000002
10163,716,0.0583208721253963,45827,66,7,5,3063,6,18,Mortgage,Masters,Widowed,9,30630.0,Riesgo medio,0.05673438760724511,Sin riesgo,0.01,0.16000000000000003
10164,528,0.5293203502780279,140418,18,8,2,15170,14,10,Mortgage,Masters,Widowed,7,75850.0,Riesgo alto,0.08386250106961744,Sin riesgo,0.01,0.16000000000000003
10165,823,0.1355284118545254,102880,19,7,1,16293,13,4,Mortgage,Masters,Married,4,179223.0,Riesgo alto,0.15542944864368555,Riesgo bajo,0.03,0.18000000000000002
10166,721,0.1625430803759918,112352,86,9,13,5172,19,12,Rent,Masters,Widowed,13,25860.0,Riesgo muy alto,0.06841234788581718,Sin riesgo,0.01,0.16000000000000003
10167,619,0.184258016316259,160377,46,7,13,5510,14,0,Mortgage,PhD,Widowed,21,44080.0,Riesgo alto,0.11863402654687537,Riesgo bajo,0.03,0.18000000000000002
10168,772,0.5731746099589573,197815,40,5,17,7415,2,5,Mortgage,Masters,Divorced,2,126055.0,Riesgo bajo,0.18176335825977868,Riesgo bajo,0.03,0.18000000000000002
10169,819,0.4474301088317997,97537,87,6,0,18339,5,5,Rent,PhD,Widowed,2,183390.0,Riesgo medio,0.09706797859776728,Sin riesgo,0.01,0.16000000000000003
10170,795,0.1277634655010125,92089,77,5,12,2408,5,2,Mortgage,High School,Widowed,5,43344.0,Riesgo medio,0.06452699387206111,Sin riesgo,0.01,0.16000000000000003
10171,476,0.1175787281226002,48644,85,8,14,6248,18,11,Rent,Masters,Widowed,28,62480.0,Riesgo muy alto,0.08694526372721485,Sin riesgo,0.01,0.16000000000000003
10172,593,0.6870703232691371,131742,50,9,3,13602,5,2,Mortgage,Bachelor,Divorced,3,108816.0,Riesgo medio,0.1891369456682446,Riesgo bajo,0.03,0.18000000000000002
10173,711,0.6408934514424448,58609,39,9,12,2275,15,0,Mortgage,Masters,Widowed,3,40950.0,Riesgo muy alto,0.10710192686756079,Riesgo bajo,0.03,0.18000000000000002
10174,434,0.1759786551346307,44099,29,9,16,4237,11,1,Rent,Masters,Divorced,12,33896.0,Riesgo alto,0.18118772380330164,Riesgo bajo,0.03,0.18000000000000002
10175,341,0.6217287961680735,71256,20,5,12,13144,8,11,Rent,Masters,Widowed,11,52576.0,Riesgo medio,0.14016755196821598,Riesgo bajo,0.03,0.18000000000000002
10176,450,0.4555702830204406,151767,51,7,8,17884,0,16,Mortgage,Masters,Widowed,23,250376.0,Sin riesgo,0.1533049164696238,Riesgo bajo,0.03,0.18000000000000002
10177,661,0.7779421178978929,116010,39,2,10,17074,7,1,Rent,Masters,Widowed,25,341480.0,Riesgo medio,0.13006105662102874,Riesgo bajo,0.03,0.18000000000000002
10178,394,0.2831273866778494,70172,23,7,12,17200,3,11,Rent,Masters,Divorced,14,275200.0,Riesgo bajo,0.17094719716126938,Riesgo bajo,0.03,0.18000000000000002
10179,634,0.20779749989589,154437,49,7,3,12546,11,1,Mortgage,High School,Widowed,5,100368.0,Riesgo alto,0.05009321897994393,Sin riesgo,0.01,0.16000000000000003
10180,736,0.1439651815228666,131655,51,7,4,14688,18,16,Own,High School,Widowed,18,102816.0,Riesgo muy alto,0.10888532011607824,Riesgo bajo,0.03,0.18000000000000002
10181,693,0.7294703675380584,120163,33,7,18,13456,14,5,Rent,Masters,Widowed,7,282576.0,Riesgo alto,0.12265506938841864,Riesgo bajo,0.03,0.18000000000000002
10182,519,0.2089682506967494,147145,70,4,5,10404,6,5,Mortgage,High School,Widowed,28,93636.0,Riesgo medio,0.10177677047450687,Riesgo bajo,0.03,0.18000000000000002
10183,737,0.2113257559298536,124178,34,7,3,5617,15,3,Own,Masters,Single,4,101106.0,Riesgo muy alto,0.17076311450021958,Riesgo bajo,0.03,0.18000000000000002
10184,471,0.297939523416009,156132,75,7,0,19199,6,7,Rent,Masters,Widowed,9,95995.0,Riesgo medio,0.04427656625542396,Sin riesgo,0.01,0.16000000000000003
10185,760,0.3217756745643169,173914,33,6,1,8116,6,20,Mortgage,High School,Married,3,89276.0,Riesgo medio,0.1778740033280861,Riesgo bajo,0.03,0.18000000000000002
10186,592,0.5903918051422958,174126,58,5,2,3106,0,5,Rent,High School,Widowed,29,27954.0,Sin riesgo,0.12371343000630038,Riesgo bajo,0.03,0.18000000000000002
10187,334,0.5785175541366961,90593,33,9,7,19658,11,16,Mortgage,High School,Divorced,1,393160.0,Riesgo alto,0.16135713953974107,Riesgo bajo,0.03,0.18000000000000002
10188,796,0.6159973541892168,135842,76,8,5,14570,0,0,Rent,Masters,Widowed,2,131130.0,Sin riesgo,0.06048741907916877,Sin riesgo,0.01,0.16000000000000003
10189,786,0.6958342706566649,52964,71,8,0,12191,0,3,Mortgage,Bachelor,Widowed,12,134101.0,Sin riesgo,0.1501099018859538,Riesgo bajo,0.03,0.18000000000000002
10190,760,0.8649827758893479,119239,57,7,3,1904,15,24,Mortgage,High School,Widowed,14,24752.0,Riesgo muy alto,0.17969273726708795,Riesgo bajo,0.03,0.18000000000000002
10191,788,0.7623816209011908,152750,79,3,4,14005,4,22,Rent,High School,Widowed,3,252090.0,Riesgo bajo,0.16002367775799695,Riesgo bajo,0.03,0.18000000000000002
10192,564,0.1532577727424211,168856,63,7,17,14852,0,21,Rent,Bachelor,Widowed,1,207928.0,Sin riesgo,0.12965857299392886,Riesgo bajo,0.03,0.18000000000000002
10193,622,0.1733197371964518,111795,40,3,13,16768,18,3,Own,High School,Widowed,7,335360.0,Riesgo muy alto,0.1231485135041612,Riesgo bajo,0.03,0.18000000000000002
10194,416,0.3605937521902492,123020,35,8,8,1902,16,24,Mortgage,Masters,Divorced,0,13314.0,Riesgo muy alto,0.1592751537905299,Riesgo bajo,0.03,0.18000000000000002
10195,508,0.1305910340607129,133855,64,5,6,17133,3,20,Mortgage,High School,Divorced,5,359793.0,Riesgo bajo,0.17841833433600615,Riesgo bajo,0.03,0.18000000000000002
10196,728,0.5565254453360942,154676,46,5,8,2861,0,5,Rent,Masters,Single,0,54359.0,Sin riesgo,0.16393901909362976,Riesgo bajo,0.03,0.18000000000000002
10197,746,0.3536187516906793,190659,48,1,4,2587,1,11,Rent,PhD,Widowed,20,38805.0,Riesgo bajo,0.12779687908011517,Riesgo bajo,0.03,0.18000000000000002
10198,649,0.0595246310253291,58445,40,5,4,13099,8,15,Rent,Masters,Widowed,19,78594.0,Riesgo medio,0.06236318421778853,Sin riesgo,0.01,0.16000000000000003
10199,705,0.0168975655776311,102048,23,4,17,5393,4,24,Mortgage,Bachelor,Widowed,2,26965.0,Riesgo bajo,0.15079750015713433,Riesgo bajo,0.03,0.18000000000000002
10200,740,0.0467685176867961,141130,42,6,14,18933,0,5,Mortgage,Masters,Single,22,170397.0,Sin riesgo,0.15970064514451018,Riesgo bajo,0.03,0.18000000000000002
10201,752,0.2404791160931102,160053,65,5,18,17595,10,2,Mortgage,High School,Widowed,13,351900.0,Riesgo medio,0.08960201209967067,Sin riesgo,0.01,0.16000000000000003
10202,376,0.1490869420817322,115618,72,9,2,5550,5,8,Rent,Masters,Widowed,9,77700.0,Riesgo medio,0.03700691749514496,Sin riesgo,0.01,0.16000000000000003
10203,843,0.1835905515897345,187047,28,0,5,11746,0,11,Mortgage,High School,Widowed,9,105714.0,Sin riesgo,0.08379329173872613,Sin riesgo,0.01,0.16000000000000003
10204,745,0.0494042141558158,98822,23,1,3,4088,8,0,Mortgage,Masters,Divorced,2,81760.0,Riesgo medio,0.17118371799618096,Riesgo bajo,0.03,0.18000000000000002
10205,775,0.2383484227222302,190759,79,5,10,13717,15,19,Rent,High School,Widowed,24,68585.0,Riesgo muy alto,0.09260721225907728,Sin riesgo,0.01,0.16000000000000003
10206,743,0.040181944387686,58976,75,1,8,9961,18,3,Rent,Masters,Widowed,0,199220.0,Riesgo muy alto,0.05646602891604513,Sin riesgo,0.01,0.16000000000000003
10207,427,0.7302881052912785,170656,24,8,6,19758,2,0,Mortgage,Masters,Widowed,10,355644.0,Riesgo bajo,0.0890920067550801,Sin riesgo,0.01,0.16000000000000003
10208,698,0.871234973791143,145527,39,9,17,7116,9,0,Mortgage,Masters,Widowed,9,92508.0,Riesgo medio,0.10706649814710559,Riesgo bajo,0.03,0.18000000000000002
10209,539,0.0748321606731531,198003,52,2,7,16458,7,26,Rent,High School,Widowed,17,213954.0,Riesgo medio,0.09889686531131571,Sin riesgo,0.01,0.16000000000000003
10210,469,0.1013655812020063,146462,24,1,4,10328,8,1,Own,High School,Widowed,8,41312.0,Riesgo medio,0.0955108351762747,Sin riesgo,0.01,0.16000000000000003
10211,644,0.8336198521287846,153423,19,5,5,18795,11,3,Own,Bachelor,Widowed,2,319515.0,Riesgo alto,0.18146477514019005,Riesgo bajo,0.03,0.18000000000000002
10212,729,0.0197290388920994,190188,20,2,2,8277,4,25,Rent,Bachelor,Widowed,1,140709.0,Riesgo bajo,0.11800002938086411,Riesgo bajo,0.03,0.18000000000000002
10213,304,0.3168016655489973,133478,33,5,0,18932,12,10,Rent,Masters,Widowed,17,132524.0,Riesgo alto,0.07804871336186171,Sin riesgo,0.01,0.16000000000000003
10214,599,0.0200965318117612,103378,56,7,6,16593,2,8,Rent,Masters,Widowed,21,232302.0,Riesgo bajo,0.03727175933687431,Sin riesgo,0.01,0.16000000000000003
10215,335,0.3217742275369692,55202,47,7,10,8546,13,1,Own,Masters,Widowed,26,25638.0,Riesgo alto,0.11292526455560646,Riesgo bajo,0.03,0.18000000000000002
10216,334,0.124052567483076,74097,30,1,7,3503,13,1,Mortgage,Masters,Widowed,25,49042.0,Riesgo alto,0.11241099980516553,Riesgo bajo,0.03,0.18000000000000002
10217,436,0.1557390515531751,161835,58,4,5,14847,11,10,Rent,Masters,Widowed,15,326634.0,Riesgo alto,0.07929028837529342,Sin riesgo,0.01,0.16000000000000003
10218,606,0.3401899398898085,52429,18,5,14,7747,5,23,Mortgage,Masters,Widowed,24,92964.0,Riesgo medio,0.12162922407608243,Riesgo bajo,0.03,0.18000000000000002
10219,651,0.7589173919333791,174830,34,1,13,7449,16,3,Rent,Masters,Widowed,12,89388.0,Riesgo muy alto,0.1440796996619415,Riesgo bajo,0.03,0.18000000000000002
10220,754,0.5791047931272553,49710,30,5,18,11591,4,0,Rent,High School,Widowed,26,162274.0,Riesgo bajo,0.1266013076265559,Riesgo bajo,0.03,0.18000000000000002
10221,790,0.6130854293459328,189700,22,8,0,19802,14,4,Own,High School,Divorced,17,336634.0,Riesgo alto,0.1939503360151008,Riesgo bajo,0.03,0.18000000000000002
10222,605,0.7679188530318832,83875,30,7,5,19966,9,16,Mortgage,Masters,Divorced,14,119796.0,Riesgo medio,0.17637604414957023,Riesgo bajo,0.03,0.18000000000000002
10223,602,0.086176938949656,40201,62,2,4,10461,14,17,Rent,PhD,Widowed,26,177837.0,Riesgo alto,0.15150918838800387,Riesgo bajo,0.03,0.18000000000000002
10224,688,0.5854493305971693,163194,77,7,13,17797,0,16,Rent,Masters,Divorced,12,177970.0,Sin riesgo,0.2148281671179319,Riesgo bajo,0.03,0.18000000000000002
10225,464,0.3140672498628394,67121,32,6,2,19996,7,6,Own,High School,Widowed,0,59988.0,Riesgo medio,0.0829617849358382,Sin riesgo,0.01,0.16000000000000003
10226,573,0.0523907134679125,154458,87,7,8,15797,13,19,Rent,High School,Widowed,22,347534.0,Riesgo alto,0.08624452680321587,Sin riesgo,0.01,0.16000000000000003
10227,812,0.134163542879926,178430,58,1,15,11114,12,1,Rent,Masters,Married,19,188938.0,Riesgo alto,0.19354821441694078,Riesgo bajo,0.03,0.18000000000000002
10228,450,0.2887101010016728,62751,37,7,16,14499,3,5,Rent,Masters,Divorced,10,188487.0,Riesgo bajo,0.16710247928905264,Riesgo bajo,0.03,0.18000000000000002
10229,620,0.2432719596508283,93652,41,7,8,16840,8,0,Own,Masters,Widowed,25,303120.0,Riesgo medio,0.07812566540633584,Sin riesgo,0.01,0.16000000000000003
10230,848,0.4981480110910429,79906,49,9,12,11115,0,13,Mortgage,High School,Widowed,19,166725.0,Sin riesgo,0.11354786835824592,Riesgo bajo,0.03,0.18000000000000002
10231,389,0.0055430554174351,109989,29,1,7,11823,0,6,Rent,PhD,Widowed,11,94584.0,Sin riesgo,0.10551560454226752,Riesgo bajo,0.03,0.18000000000000002
10232,687,0.0100537815322148,45731,83,9,8,9980,6,15,Mortgage,High School,Divorced,17,219560.0,Riesgo medio,0.17701326930720918,Riesgo bajo,0.03,0.18000000000000002
10233,723,0.0338657160043183,135677,26,7,15,17032,5,9,Rent,Masters,Single,5,102192.0,Riesgo medio,0.12760819276559432,Riesgo bajo,0.03,0.18000000000000002
10234,549,0.2242372511827679,46160,39,1,7,16155,17,28,Rent,High School,Widowed,0,306945.0,Riesgo muy alto,0.12467593754011713,Riesgo bajo,0.03,0.18000000000000002
10235,618,0.3062890566535652,119727,22,7,3,11377,16,1,Own,Masters,Divorced,7,136524.0,Riesgo muy alto,0.168126099613091,Riesgo bajo,0.03,0.18000000000000002
10236,428,0.0057328711865133,36428,26,9,1,18769,6,16,Mortgage,PhD,Widowed,4,225228.0,Riesgo medio,0.08540918157660647,Sin riesgo,0.01,0.16000000000000003
10237,600,0.5470288090504996,137391,30,7,5,15567,3,5,Mortgage,PhD,Widowed,15,124536.0,Riesgo bajo,0.0971507895925432,Sin riesgo,0.01,0.16000000000000003
10238,794,0.3963312984953296,54659,63,4,11,4939,15,4,Rent,Masters,Widowed,0,103719.0,Riesgo muy alto,0.09865307068376022,Sin riesgo,0.01,0.16000000000000003
10239,699,0.0293933802581365,166213,58,4,10,5207,6,27,Mortgage,Masters,Widowed,10,15621.0,Riesgo medio,0.10017481381407449,Riesgo bajo,0.03,0.18000000000000002
10240,586,0.2852236814345428,124812,20,4,6,6719,5,11,Rent,Masters,Divorced,9,60471.0,Riesgo medio,0.16819023627773091,Riesgo bajo,0.03,0.18000000000000002
10241,847,0.2422963109980096,180024,62,7,0,18804,18,20,Mortgage,Bachelor,Widowed,12,319668.0,Riesgo muy alto,0.16477761320182632,Riesgo bajo,0.03,0.18000000000000002
10242,497,0.2985188036367109,25837,21,3,15,8395,17,2,Own,High School,Widowed,15,50370.0,Riesgo muy alto,0.13782718084634818,Riesgo bajo,0.03,0.18000000000000002
10243,621,0.2853733611432638,59583,54,4,13,2431,2,27,Rent,High School,Widowed,27,7293.0,Riesgo bajo,0.13910848136305515,Riesgo bajo,0.03,0.18000000000000002
10244,584,0.5705493818963653,52351,28,8,0,5656,19,4,Rent,Masters,Widowed,17,79184.0,Riesgo muy alto,0.10493987861987115,Riesgo bajo,0.03,0.18000000000000002
10245,663,0.415327659119812,97153,70,9,5,8073,1,4,Mortgage,High School,Widowed,1,88803.0,Riesgo bajo,0.05459040305073448,Sin riesgo,0.01,0.16000000000000003
10246,837,0.477704897053835,173255,32,5,6,12952,12,0,Own,Masters,Single,24,168376.0,Riesgo alto,0.19851365814888278,Riesgo bajo,0.03,0.18000000000000002
10247,400,0.1448341194504039,183026,22,6,0,3565,0,10,Rent,High School,Single,2,10695.0,Sin riesgo,0.15437987749018314,Riesgo bajo,0.03,0.18000000000000002
10248,734,0.1090103980199349,133521,39,7,17,11012,9,8,Own,Bachelor,Widowed,12,198216.0,Riesgo medio,0.1455805315210309,Riesgo bajo,0.03,0.18000000000000002
10249,359,0.1844125486708624,76640,51,7,7,1232,5,10,Rent,Bachelor,Widowed,12,14784.0,Riesgo medio,0.1283740211611761,Riesgo bajo,0.03,0.18000000000000002
10250,423,0.5212078717097506,125817,43,8,5,1417,3,11,Rent,Masters,Divorced,8,31174.0,Riesgo bajo,0.17867391891109713,Riesgo bajo,0.03,0.18000000000000002
10251,771,0.2675236157267554,28658,32,6,0,2247,0,4,Mortgage,Bachelor,Widowed,13,17976.0,Sin riesgo,0.10969816048383031,Riesgo bajo,0.03,0.18000000000000002
10252,706,0.0782982656992204,176352,37,9,9,7267,6,6,Rent,Masters,Widowed,12,101738.0,Riesgo medio,0.007019220319199898,Sin riesgo,0.01,0.16000000000000003
10253,583,0.0528437273935195,156845,66,8,17,15116,2,23,Mortgage,High School,Divorced,21,151160.0,Riesgo bajo,0.18508587178612634,Riesgo bajo,0.03,0.18000000000000002
10254,485,0.0369355776731783,153860,24,4,4,16247,15,13,Rent,Masters,Single,3,341187.0,Riesgo muy alto,0.16744006618472992,Riesgo bajo,0.03,0.18000000000000002
10255,431,0.4193409869019321,194172,19,5,8,14735,12,3,Mortgage,Masters,Single,7,73675.0,Riesgo alto,0.1646106309210387,Riesgo bajo,0.03,0.18000000000000002
10256,824,0.1824631171091156,28144,18,6,2,6485,15,14,Mortgage,Masters,Widowed,27,136185.0,Riesgo muy alto,0.09349641904338762,Sin riesgo,0.01,0.16000000000000003
10257,785,0.0764755925927231,106513,28,8,4,4999,2,10,Rent,High School,Divorced,2,74985.0,Riesgo bajo,0.14998451127199788,Riesgo bajo,0.03,0.18000000000000002
10258,698,0.1399919925844149,79238,56,2,6,9158,8,8,Rent,Masters,Divorced,3,201476.0,Riesgo medio,0.18080267545760448,Riesgo bajo,0.03,0.18000000000000002
10259,532,0.1210756219265292,157747,60,1,11,9747,16,14,Rent,Masters,Widowed,18,58482.0,Riesgo muy alto,0.11134636358547591,Riesgo bajo,0.03,0.18000000000000002
10260,306,0.034708346800464,23143,35,9,1,17207,9,2,Mortgage,Masters,Single,24,258105.0,Riesgo medio,0.15389129403861318,Riesgo bajo,0.03,0.18000000000000002
10261,686,0.2899902964134593,48129,33,4,14,14949,10,13,Mortgage,Masters,Widowed,14,209286.0,Riesgo medio,0.09949330577454515,Sin riesgo,0.01,0.16000000000000003
10262,779,0.5002292854773249,162227,54,4,1,2649,3,13,Rent,PhD,Widowed,26,37086.0,Riesgo bajo,0.15107599093896087,Riesgo bajo,0.03,0.18000000000000002
10263,325,0.4629941240225709,88452,35,2,19,10708,9,6,Rent,Masters,Widowed,19,128496.0,Riesgo medio,0.12074283593164235,Riesgo bajo,0.03,0.18000000000000002
10264,790,0.9509191792383628,111013,36,6,4,19100,1,6,Rent,Masters,Widowed,29,191000.0,Riesgo bajo,0.1257559287439743,Riesgo bajo,0.03,0.18000000000000002
10265,554,0.5223320998743571,62723,26,7,11,19378,15,8,Rent,Masters,Widowed,25,116268.0,Riesgo muy alto,0.1131273914988225,Riesgo bajo,0.03,0.18000000000000002
10266,629,0.1842307187695989,146446,79,3,1,12850,2,3,Rent,Bachelor,Widowed,10,218450.0,Riesgo bajo,0.09225103188477116,Sin riesgo,0.01,0.16000000000000003
10267,602,0.0363398469553477,73493,30,9,9,9299,5,26,Mortgage,High School,Divorced,23,158083.0,Riesgo medio,0.15901327217466235,Riesgo bajo,0.03,0.18000000000000002
10268,668,0.6065325507608454,189931,42,9,12,16179,9,4,Mortgage,Masters,Single,9,275043.0,Riesgo medio,0.17996688227536484,Riesgo bajo,0.03,0.18000000000000002
10269,462,0.0052166483844642,105162,49,4,1,8531,17,7,Mortgage,High School,Divorced,12,145027.0,Riesgo muy alto,0.1841510966704877,Riesgo bajo,0.03,0.18000000000000002
10270,467,0.2467323446416398,103150,86,2,16,12440,1,17,Rent,High School,Widowed,7,74640.0,Riesgo bajo,0.1034872366172013,Riesgo bajo,0.03,0.18000000000000002
10271,305,0.2155879584241495,195534,41,6,1,17979,9,9,Mortgage,Masters,Single,3,323622.0,Riesgo medio,0.16130752157220593,Riesgo bajo,0.03,0.18000000000000002
10272,681,0.4068287311586744,192405,66,6,4,16605,18,9,Rent,Masters,Widowed,29,332100.0,Riesgo muy alto,0.08922884138390018,Sin riesgo,0.01,0.16000000000000003
10273,645,0.1793771367777925,180025,87,3,8,2598,7,0,Rent,High School,Single,2,20784.0,Riesgo medio,0.17459653896682933,Riesgo bajo,0.03,0.18000000000000002
10274,422,0.1634206407947178,169317,76,3,2,5447,9,6,Rent,High School,Divorced,4,49023.0,Riesgo medio,0.1784108168040528,Riesgo bajo,0.03,0.18000000000000002
10275,620,0.5660500594918558,156188,30,6,5,19669,13,11,Mortgage,High School,Divorced,12,118014.0,Riesgo alto,0.18820032313825097,Riesgo bajo,0.03,0.18000000000000002
10276,753,0.0903068722426763,106445,62,8,8,15416,17,14,Rent,High School,Widowed,29,308320.0,Riesgo muy alto,0.08199189220713987,Sin riesgo,0.01,0.16000000000000003
10277,592,0.2790227696389956,110757,63,4,5,16964,9,3,Own,High School,Widowed,12,322316.0,Riesgo medio,0.1101548828978627,Riesgo bajo,0.03,0.18000000000000002
10278,567,0.2559246404543662,85410,50,9,8,4428,1,3,Mortgage,Masters,Widowed,19,22140.0,Riesgo bajo,0.0484863740259273,Sin riesgo,0.01,0.16000000000000003
10279,798,0.4010397382844137,145994,79,5,13,4744,14,16,Rent,Masters,Widowed,24,61672.0,Riesgo alto,0.12480002388487596,Riesgo bajo,0.03,0.18000000000000002
10280,538,0.3351492976920408,185890,33,3,14,11931,5,20,Rent,Masters,Divorced,19,143172.0,Riesgo medio,0.2049026869174686,Riesgo bajo,0.03,0.18000000000000002
10281,456,0.6654825385766813,24035,62,8,12,13943,12,2,Mortgage,Masters,Widowed,17,181259.0,Riesgo alto,0.16404933411375286,Riesgo bajo,0.03,0.18000000000000002
10282,832,0.1479096541977698,75171,48,1,4,17878,3,9,Mortgage,Masters,Widowed,2,214536.0,Riesgo bajo,0.07089744354803754,Sin riesgo,0.01,0.16000000000000003
10283,744,0.0544513613368576,105274,48,8,19,11913,14,0,Mortgage,Bachelor,Widowed,10,214434.0,Riesgo alto,0.1261278699065299,Riesgo bajo,0.03,0.18000000000000002
10284,701,0.4191700712727865,154105,58,1,11,9667,18,20,Rent,High School,Widowed,12,67669.0,Riesgo muy alto,0.14197281265203723,Riesgo bajo,0.03,0.18000000000000002
10285,764,0.0782403539268384,55324,47,2,1,5587,0,13,Rent,Masters,Widowed,9,39109.0,Sin riesgo,0.042362230482644016,Sin riesgo,0.01,0.16000000000000003
10286,653,0.2319556739092905,94842,19,8,7,6384,0,9,Own,High School,Widowed,18,19152.0,Sin riesgo,0.06499198271473451,Sin riesgo,0.01,0.16000000000000003
10287,636,0.8734768729600114,170582,25,9,4,10600,7,14,Own,Masters,Widowed,29,159000.0,Riesgo medio,0.16962103276817767,Riesgo bajo,0.03,0.18000000000000002
10288,433,0.1688087051199935,82115,41,1,2,4215,0,2,Rent,High School,Widowed,9,29505.0,Sin riesgo,0.05868504894729294,Sin riesgo,0.01,0.16000000000000003
10289,672,0.4376393147037211,107626,73,7,11,2338,7,29,Rent,High School,Widowed,16,32732.0,Riesgo medio,0.1448720292647621,Riesgo bajo,0.03,0.18000000000000002
10290,628,0.5035325362823829,146487,44,6,8,15976,8,3,Mortgage,High School,Widowed,24,239640.0,Riesgo medio,0.11408139288074579,Riesgo bajo,0.03,0.18000000000000002
10291,639,0.2644662232566083,189286,83,6,9,13930,10,18,Rent,PhD,Widowed,18,139300.0,Riesgo medio,0.14031070335225765,Riesgo bajo,0.03,0.18000000000000002
10292,809,0.1338588718714854,91998,71,9,13,2522,19,8,Mortgage,Masters,Widowed,24,25220.0,Riesgo muy alto,0.07847888141760732,Sin riesgo,0.01,0.16000000000000003
10293,844,0.3598776358162916,90596,30,3,1,9498,6,3,Mortgage,PhD,Widowed,18,132972.0,Riesgo medio,0.10741642442976743,Riesgo bajo,0.03,0.18000000000000002
10294,444,0.1755000315825896,119635,31,8,18,9316,15,9,Rent,Masters,Single,6,111792.0,Riesgo muy alto,0.17921522887693908,Riesgo bajo,0.03,0.18000000000000002
10295,738,0.080570550663289,182961,67,3,19,9519,0,15,Own,High School,Widowed,25,142785.0,Sin riesgo,0.12551922843806418,Riesgo bajo,0.03,0.18000000000000002
10296,840,0.5544802484403546,127341,54,6,14,1956,17,9,Rent,Masters,Widowed,7,15648.0,Riesgo muy alto,0.10566476519020802,Riesgo bajo,0.03,0.18000000000000002
10297,634,0.0505455828433781,121007,39,1,18,8216,8,9,Rent,Masters,Married,22,123240.0,Riesgo medio,0.19705113377972475,Riesgo bajo,0.03,0.18000000000000002
10298,687,0.700546388159266,163393,47,3,14,17745,0,19,Rent,Masters,Widowed,2,35490.0,Sin riesgo,0.14349224398524546,Riesgo bajo,0.03,0.18000000000000002
10299,634,0.2090041349227677,51862,81,3,9,19764,4,12,Rent,High School,Widowed,11,59292.0,Riesgo bajo,0.07467623597158057,Sin riesgo,0.01,0.16000000000000003
10300,637,0.2429698898006356,77744,40,0,16,12342,14,26,Rent,High School,Widowed,12,209814.0,Riesgo alto,0.12296178433258628,Riesgo bajo,0.03,0.18000000000000002
10301,642,0.2354277362720596,194192,30,8,1,19938,4,14,Own,High School,Widowed,3,79752.0,Riesgo bajo,0.05756061009037175,Sin riesgo,0.01,0.16000000000000003
10302,840,0.5949714265260786,107324,54,9,0,6005,9,19,Rent,High School,Widowed,18,24020.0,Riesgo medio,0.12977093251387273,Riesgo bajo,0.03,0.18000000000000002
10303,416,0.2425829784295629,195093,37,9,15,14806,4,9,Rent,Masters,Married,7,177672.0,Riesgo bajo,0.17722704311393625,Riesgo bajo,0.03,0.18000000000000002
10304,635,0.0856592608686375,167079,30,6,3,17219,2,27,Own,Masters,Single,18,361599.0,Riesgo bajo,0.19576285253989506,Riesgo bajo,0.03,0.18000000000000002
10305,555,0.1691214188830544,62014,60,8,9,10136,6,19,Rent,Bachelor,Widowed,1,192584.0,Riesgo medio,0.13292334310568044,Riesgo bajo,0.03,0.18000000000000002
10306,732,0.5293984852353579,48768,70,8,0,7419,1,6,Own,High School,Divorced,2,148380.0,Riesgo bajo,0.19237791589879655,Riesgo bajo,0.03,0.18000000000000002
